Qualidade dos Dados:;Aprovado  ;Suspeito  ;Reprovado  ;Fora do Limite  ;Não Verificado  ;;;;;;;;;;;;;;;;;;
;Régua Seca  ;Régua Coberta  ;Rio Seco  ;Rio Cortado  ;;;;;;;;;;;;;;;;;;;
Temperatura Interna / Status da Bateria:;;  Normal  ;  Atenção  ;  Crítico  ;Não Verificado  ;;;;;;;;;;;;;;;;;;
Estação: 5 - 86720000 - ENCANTADO;;;;;;;;;;;;;;;;;;;;;;;
Data/Hora;Chuva Horária (mm);Nível adotado (cm);Vazão (m³/s);Bateria (V);Temp. Interna (ºC);;;;;;;;;;;;;;;;;;
20/03/2024 21:45;0.00;122.00;14.60;12.90;29.60;;;;;;;;;;;;;;;;;;
20/03/2024 21:30;0.00;122.00;14.60;12.90;29.60;;;;;;;;;;;;;;;;;;
20/03/2024 21:15;0.00;122.00;14.60;12.90;31.10;;;;;;;;;;;;;;;;;;
20/03/2024 21:00;0.00;122.00;14.60;12.90;31.10;;;;;;;;;;;;;;;;;;
20/03/2024 20:45;0.00;121.00;13.60;12.90;31.10;;;;;;;;;;;;;;;;;;
20/03/2024 20:30;0.00;121.00;13.60;12.90;31.10;;;;;;;;;;;;;;;;;;
20/03/2024 20:15;0.00;121.00;13.60;13.00;32.40;;;;;;;;;;;;;;;;;;
20/03/2024 20:00;0.00;121.00;13.60;13.00;32.40;;;;;;;;;;;;;;;;;;
20/03/2024 19:45;0.00;121.00;13.60;13.00;32.40;;;;;;;;;;;;;;;;;;
20/03/2024 19:30;0.00;121.00;13.60;13.00;32.40;;;;;;;;;;;;;;;;;;
20/03/2024 19:15;0.00;120.00;12.60;13.10;34.00;;;;;;;;;;;;;;;;;;
20/03/2024 19:00;0.00;119.00;11.70;13.10;34.00;;;;;;;;;;;;;;;;;;
20/03/2024 18:45;0.00;118.00;10.80;13.10;34.00;;;;;;;;;;;;;;;;;;
20/03/2024 18:30;0.00;117.00;9.90;13.10;34.00;;;;;;;;;;;;;;;;;;
20/03/2024 18:15;0.00;116.00;9.10;13.60;37.20;;;;;;;;;;;;;;;;;;
20/03/2024 18:00;0.00;115.00;8.20;13.60;37.20;;;;;;;;;;;;;;;;;;
20/03/2024 17:45;0.00;114.00;7.40;13.60;37.20;;;;;;;;;;;;;;;;;;
20/03/2024 17:30;0.00;113.00;6.70;13.60;37.20;;;;;;;;;;;;;;;;;;
20/03/2024 17:15;0.00;112.00;6.00;13.60;38.70;;;;;;;;;;;;;;;;;;
20/03/2024 17:00;0.00;110.00;4.60;13.60;38.70;;;;;;;;;;;;;;;;;;
20/03/2024 16:45;0.00;110.00;4.60;13.60;38.70;;;;;;;;;;;;;;;;;;
20/03/2024 16:30;0.00;109.00;3.90;13.60;38.70;;;;;;;;;;;;;;;;;;
20/03/2024 16:15;0.00;109.00;3.90;13.60;38.40;;;;;;;;;;;;;;;;;;
20/03/2024 16:00;0.00;109.00;3.90;13.60;38.40;;;;;;;;;;;;;;;;;;
20/03/2024 15:45;0.00;108.00;3.30;13.60;38.40;;;;;;;;;;;;;;;;;;
20/03/2024 15:30;0.00;108.00;3.30;13.60;38.40;;;;;;;;;;;;;;;;;;
20/03/2024 15:15;0.00;109.00;3.90;13.60;37.80;;;;;;;;;;;;;;;;;;
20/03/2024 15:00;0.00;109.00;3.90;13.60;37.80;;;;;;;;;;;;;;;;;;
20/03/2024 14:45;0.00;109.00;3.90;13.60;37.80;;;;;;;;;;;;;;;;;;
20/03/2024 14:30;0.00;109.00;3.90;13.60;37.80;;;;;;;;;;;;;;;;;;
20/03/2024 14:15;0.00;109.00;3.90;13.90;36.40;;;;;;;;;;;;;;;;;;
20/03/2024 14:00;0.00;110.00;4.60;13.90;36.40;;;;;;;;;;;;;;;;;;
20/03/2024 13:45;0.00;111.00;5.20;13.90;36.40;;;;;;;;;;;;;;;;;;
20/03/2024 13:30;0.00;111.00;5.20;13.90;36.40;;;;;;;;;;;;;;;;;;
20/03/2024 13:15;0.00;112.00;6.00;14.00;34.70;;;;;;;;;;;;;;;;;;
20/03/2024 13:00;0.00;113.00;6.70;14.00;34.70;;;;;;;;;;;;;;;;;;
20/03/2024 12:45;0.00;113.00;6.70;14.00;34.70;;;;;;;;;;;;;;;;;;
20/03/2024 12:30;0.00;114.00;7.40;14.00;34.70;;;;;;;;;;;;;;;;;;
20/03/2024 12:15;0.00;115.00;8.20;14.00;33.30;;;;;;;;;;;;;;;;;;
20/03/2024 12:00;0.00;116.00;9.10;14.00;33.30;;;;;;;;;;;;;;;;;;
20/03/2024 11:45;0.00;117.00;9.90;14.00;33.30;;;;;;;;;;;;;;;;;;
20/03/2024 11:30;0.00;118.00;10.80;14.00;33.30;;;;;;;;;;;;;;;;;;
20/03/2024 11:15;0.00;119.00;11.70;14.00;32.40;;;;;;;;;;;;;;;;;;
20/03/2024 11:00;0.00;120.00;12.60;14.00;32.40;;;;;;;;;;;;;;;;;;
20/03/2024 10:45;0.00;121.00;13.60;14.00;32.40;;;;;;;;;;;;;;;;;;
20/03/2024 10:30;0.00;121.00;13.60;14.00;32.40;;;;;;;;;;;;;;;;;;
20/03/2024 10:15;0.00;122.00;14.60;14.10;31.10;;;;;;;;;;;;;;;;;;
20/03/2024 10:00;0.00;123.00;15.60;14.10;31.10;;;;;;;;;;;;;;;;;;
20/03/2024 09:45;0.00;124.00;16.60;14.10;31.10;;;;;;;;;;;;;;;;;;
20/03/2024 09:30;0.00;124.00;16.60;14.10;31.10;;;;;;;;;;;;;;;;;;
20/03/2024 09:15;0.00;125.00;17.70;14.20;29.40;;;;;;;;;;;;;;;;;;
20/03/2024 09:00;0.00;125.00;17.70;14.20;29.40;;;;;;;;;;;;;;;;;;
20/03/2024 08:45;0.00;126.00;18.70;14.20;29.40;;;;;;;;;;;;;;;;;;
20/03/2024 08:30;0.00;126.00;18.70;14.20;29.40;;;;;;;;;;;;;;;;;;
